applicant_id,predicted_prob,actual_default,decision,requires_adverse_action,reason_codes
38,0.0341471292656037,0,Approved,False,
39,0.0217839452358267,0,Approved,False,
40,0.0056574098778069,0,Approved,False,
41,0.9863478342478252,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Insufficient SBA Guarantee Coverage
42,0.4579518880101231,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Insufficient Employment Impact | Industry Sector Risk (Healthcare)
43,0.0006676601873676,0,Approved,False,
44,0.2868077745621966,0,Approved,False,
45,0.008352150523427,0,Approved,False,
46,0.1164595406448135,0,Approved,False,
47,0.0872895632698735,0,Approved,False,
48,0.019493838776967,0,Approved,False,
49,0.9728392389123643,1,Denied,True,Insufficient Loan Term Length | Industry Sector Risk (Healthcare) | Geographic Risk Factor (Minnesota)
50,0.0469036148822596,0,Approved,False,
51,0.9511515049582432,0,Denied,True,Insufficient Loan Term Length | Industry Sector Risk (Healthcare) | Geographic Risk Factor (Wisconsin)
52,0.1843906719453394,0,Approved,False,
53,0.0418394959748306,0,Approved,False,
54,0.4036554442014888,0,Approved - Unfavorable Terms,True,Elevated Interest Rate Risk | Early-Stage Business Risk | Insufficient SBA Guarantee Coverage
55,0.0370653755574919,0,Approved,False,
56,0.054261649081946,0,Approved,False,
57,0.0009975198258544,0,Approved,False,
58,0.4004728235090001,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Insufficient Employment Impact | Geographic Risk Factor (New Jersey)
59,0.5039921393066906,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Industry Sector Risk (Healthcare)
60,0.2500342708245218,0,Approved,False,
61,0.0228212263200895,0,Approved,False,
62,0.1668747395888565,0,Approved,False,
63,0.0170657168884525,0,Approved,False,
64,0.0133926997377959,0,Approved,False,
65,0.0146018502560671,0,Approved,False,
66,0.0005851248901114,0,Approved,False,
67,0.0406225660143893,0,Approved,False,
68,0.0043028343586928,0,Approved,False,
69,0.0273026367033433,0,Approved,False,
70,0.7272980412486034,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Elevated Interest Rate Risk
71,0.0284567866804229,0,Approved,False,
72,0.9818388541023232,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Insufficient SBA Guarantee Coverage
73,0.976224926251028,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Geographic Risk Factor (Texas)
74,0.0185707000980448,0,Approved,False,
75,0.0285603820579144,0,Approved,False,
76,0.011161249428343,0,Approved,False,
77,0.9435448052233356,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Elevated Interest Rate Risk
78,0.0115119687490674,0,Approved,False,
79,0.0071441191460376,0,Approved,False,
80,0.0570302824666955,0,Approved,False,
81,0.0486609399525007,0,Approved,False,
82,0.0144349958393104,0,Approved,False,
83,0.0159477409184504,0,Approved,False,
84,0.000829549575671,0,Approved,False,
85,0.0308883094743448,0,Approved,False,
86,0.0733472662491932,0,Approved,False,
87,0.6032126409877153,0,Denied,True,Insufficient Loan Term Length | Industry Sector Risk (Transportation) | Business Maturity Profile
88,0.0056520717627428,0,Approved,False,
89,0.3820840151565081,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Business Maturity Profile | Insufficient Employment Impact
90,0.036436494567147,0,Approved,False,
91,0.031061812870585,0,Approved,False,
92,0.0484720380597279,0,Approved,False,
93,0.0088135145439695,0,Approved,False,
94,0.1288311333993029,0,Approved,False,
95,0.9534567449414152,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Elevated Interest Rate Risk
96,0.135583463506593,0,Approved,False,
97,0.5708526993758726,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
98,0.0387277282098357,0,Approved,False,
99,0.0148817508765812,0,Approved,False,
100,0.0041448490848681,0,Approved,False,
101,0.4400738316895013,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Business Maturity Profile
102,0.9658173390724654,1,Denied,True,Insufficient Loan Term Length | Business Maturity Profile | Geographic Risk Factor (California)
103,0.3792190014900296,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Business Maturity Profile
104,0.049711226232879,0,Approved,False,
105,0.0403972765808897,0,Approved,False,
106,0.0386619513189539,0,Approved,False,
107,0.1869350386672672,0,Approved,False,
108,0.7849312774785416,0,Denied,True,Insufficient Loan Term Length | Industry Sector Risk (Healthcare) | Geographic Risk Factor (Wisconsin)
109,0.0136918321767211,0,Approved,False,
110,0.9661987686868576,0,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Insufficient SBA Guarantee Coverage
111,0.004248993997624,0,Approved,False,
112,0.0912203544698346,0,Approved,False,
113,0.0206764656750092,0,Approved,False,
114,0.9790116104961684,0,Denied,True,Insufficient Loan Term Length | Insufficient Employment Impact | Industry Sector Risk (Healthcare)
115,0.986725830611478,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Geographic Risk Factor (New Jersey)
116,0.0692911830813083,0,Approved,False,
117,0.0194397411108165,0,Approved,False,
118,0.7556396501986856,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Industry Sector Risk (Healthcare)
119,0.0093841752736541,0,Approved,False,
120,0.0065451438802747,0,Approved,False,
121,0.9407439032697454,0,Denied,True,Insufficient Loan Term Length | Geographic Risk Factor (Texas) | Business Maturity Profile
122,0.0454542839471854,0,Approved,False,
123,0.0049760028236342,0,Approved,False,
124,0.0173772308964227,0,Approved,False,
125,0.9635103124114688,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Business Establishment Risk Factor
126,0.0046903672278515,0,Approved,False,
127,0.0044525205448037,0,Approved,False,
128,0.001194781746302,0,Approved,False,
129,0.1628698866038119,0,Approved,False,
130,0.0046149581620013,0,Approved,False,
131,0.1081136853011622,0,Approved,False,
132,0.0020769269591635,0,Approved,False,
133,0.2321647720187112,0,Approved,False,
134,0.0023029600579747,0,Approved,False,
135,0.0020965610178624,0,Approved,False,
136,0.0162337149333936,0,Approved,False,
137,0.0379408079533115,0,Approved,False,
138,0.0102257543779452,0,Approved,False,
139,0.0930205407534625,0,Approved,False,
140,0.328214354287536,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Geographic Risk Factor (California) | Industry Sector Risk (Healthcare)
141,0.052837250785717,0,Approved,False,
142,0.2114615759486942,0,Approved,False,
143,0.0373225083296534,0,Approved,False,
144,0.6379750217678464,0,Denied,True,Insufficient Loan Term Length | Industry Sector Risk (Healthcare) | Elevated Interest Rate Risk
145,0.0427240308113379,0,Approved,False,
146,0.0390609375890177,0,Approved,False,
147,0.0035201729065461,0,Approved,False,
148,0.0307940315283209,0,Approved,False,
149,0.2732297099420918,0,Approved,False,
150,0.0234910297927968,0,Approved,False,
151,0.0024899293150052,0,Approved,False,
152,0.5483979431375542,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
153,0.0232767133069163,0,Approved,False,
154,0.0256638727553552,0,Approved,False,
155,0.0248072691041402,0,Approved,False,
156,0.0038419699982113,0,Approved,False,
157,0.049933990383702,0,Approved,False,
158,0.0407275228721198,0,Approved,False,
159,0.8188562677681607,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
160,0.237625123000571,0,Approved,False,
161,0.3838916629722392,0,Approved - Unfavorable Terms,True,Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range | Elevated Interest Rate Risk
162,0.0167321057259326,0,Approved,False,
163,0.0954812461363271,0,Approved,False,
164,0.0047279654535006,0,Approved,False,
165,0.0321755946221237,0,Approved,False,
166,0.2454944712400988,0,Approved,False,
167,0.1270027382791609,0,Approved,False,
168,0.0682845974993888,0,Approved,False,
169,0.0330443354245707,0,Approved,False,
170,0.9946293076121376,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Geographic Risk Factor (Florida)
171,0.0016083613771614,0,Approved,False,
172,0.2103842810955692,0,Approved,False,
173,0.9685294576407836,1,Denied,True,Insufficient Loan Term Length | Geographic Risk Factor (New York) | Insufficient Employment Impact
174,0.0946739606439765,0,Approved,False,
175,0.0181514910299418,0,Approved,False,
176,0.0037931197330676,0,Approved,False,
177,0.0162421379694201,0,Approved,False,
178,0.1014109090254101,0,Approved,False,
179,0.0086989166324145,0,Approved,False,
180,0.0403531138666477,0,Approved,False,
181,0.0008829545831988,0,Approved,False,
182,0.2522841537629032,0,Approved,False,
183,0.94910827824874,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Business Establishment Risk Factor
184,0.0035349748724369,0,Approved,False,
185,0.9140674492770284,1,Denied,True,Insufficient Loan Term Length | Geographic Risk Factor (Texas) | Business Maturity Profile
186,0.9358644031149131,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Business Maturity Profile
187,0.0141147319315604,0,Approved,False,
188,0.6875719220037638,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Elevated Interest Rate Risk
189,0.2111117662226794,0,Approved,False,
190,0.2074814847023161,0,Approved,False,
191,0.026113372155204,0,Approved,False,
192,0.94652324376877,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
193,0.0241189547648613,0,Approved,False,
194,0.0252802398238678,0,Approved,False,
195,0.0130350329180967,0,Approved,False,
196,0.0205651376452604,0,Approved,False,
197,0.2732648936829566,0,Approved,False,
198,0.1284416232299342,0,Approved,False,
199,0.6335451508185449,0,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Loan Amount Outside Acceptable Range
200,0.3097777882227516,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Business Establishment Risk Factor | Insufficient Employment Impact
201,0.0975753880136773,0,Approved,False,
202,0.0074573797676209,0,Approved,False,
203,0.6631827850031465,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
204,0.0141287985614794,0,Approved,False,
205,0.0366662268807207,0,Approved,False,
206,0.0039343869981159,0,Approved,False,
207,0.1978124439316524,0,Approved,False,
208,0.0013514980794084,0,Approved,False,
209,0.9874698591180696,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
210,0.9954608224144164,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Geographic Risk Factor (California)
211,0.003384362723829,0,Approved,False,
212,0.0394663010463157,0,Approved,False,
213,0.1874969514820747,0,Approved,False,
214,0.0273949663457549,0,Approved,False,
215,0.0856675862361355,0,Approved,False,
216,0.0248413599070349,0,Approved,False,
217,0.0075473297658503,0,Approved,False,
218,0.0387162835784948,0,Approved,False,
219,0.0049030974458833,0,Approved,False,
220,0.0844899928860428,0,Approved,False,
221,0.0058489346452702,0,Approved,False,
222,0.0268458836289743,0,Approved,False,
223,0.0225933979732882,0,Approved,False,
224,0.0110347252492512,0,Approved,False,
225,0.0055945230077708,0,Approved,False,
226,0.0007059079375051,0,Approved,False,
227,0.2556305253946417,0,Approved,False,
228,0.0029942907157745,0,Approved,False,
229,0.1371992280036493,0,Approved,False,
230,0.7471299782193386,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Business Establishment Risk Factor
231,0.6826735294147738,0,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Loan Amount Outside Acceptable Range
232,0.0209415105569809,0,Approved,False,
233,0.1325638134821744,0,Approved,False,
234,0.2227866057534262,0,Approved,False,
235,0.0221666779431053,0,Approved,False,
236,0.6818335627781557,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
237,0.0029461001558524,0,Approved,False,
238,0.0545165130785445,0,Approved,False,
239,0.9743886827294884,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Business Establishment Risk Factor
240,0.2201467315781232,0,Approved,False,
241,0.0067716639640433,0,Approved,False,
242,0.0710837646610322,0,Approved,False,
243,0.017932966574863,0,Approved,False,
244,0.0644689356480322,0,Approved,False,
245,0.0210532264540276,0,Approved,False,
246,0.0988947024335557,0,Approved,False,
247,0.0405639995025243,0,Approved,False,
248,0.0592317325874217,0,Approved,False,
249,0.0139449953813523,0,Approved,False,
250,0.1428900556275528,0,Approved,False,
251,0.0554813632679897,0,Approved,False,
252,0.4366091906586513,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Small Loan Size Risk
253,0.006757615893849,0,Approved,False,
254,0.0472807572379042,0,Approved,False,
255,0.4560206184512607,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Elevated Interest Rate Risk
256,0.0016608071842485,0,Approved,False,
257,0.0240017889303094,0,Approved,False,
258,0.2672037024294202,0,Approved,False,
259,0.032674275467371,0,Approved,False,
260,0.0206769141128861,0,Approved,False,
261,0.0350731921367307,0,Approved,False,
262,0.5897809189068062,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Industry Sector Risk (Healthcare)
263,0.034360522770864,0,Approved,False,
264,0.0022335779306541,0,Approved,False,
265,0.0158379936828334,0,Approved,False,
266,0.1977418814229271,0,Approved,False,
267,0.8801786123017098,0,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Business Maturity Profile
268,0.0834748460885394,0,Approved,False,
269,0.0868879825984727,0,Approved,False,
270,0.0644816487604234,0,Approved,False,
271,0.72885411477615,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Business Maturity Profile
272,0.0105729158477889,0,Approved,False,
273,0.002550173272709,0,Approved,False,
274,0.0037107714106742,0,Approved,False,
275,0.0250150404035018,0,Approved,False,
276,0.3579641149499984,0,Approved - Unfavorable Terms,True,Insufficient SBA Guarantee Coverage | Geographic Risk Factor (Texas) | Elevated Interest Rate Risk
277,0.0219069385305551,0,Approved,False,
278,0.0056466630658492,0,Approved,False,
279,0.9080776591392448,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
280,0.031367215281172,0,Approved,False,
281,0.932145716405814,1,Denied,True,Insufficient Loan Term Length | Business Maturity Profile | Industry Sector Risk (Healthcare)
282,0.0103771312776439,0,Approved,False,
283,0.8407630172352862,0,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Geographic Risk Factor (New York)
284,0.062094295067036,0,Approved,False,
285,0.9453078234971624,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Business Establishment Risk Factor
286,0.0034597440195503,0,Approved,False,
287,0.0036760979805716,0,Approved,False,
288,0.8536659663786516,0,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Business Maturity Profile
289,0.0463475416016392,0,Approved,False,
290,0.0115947257899068,0,Approved,False,
291,0.0061516868407971,0,Approved,False,
292,0.1609200061895582,0,Approved,False,
293,0.006043402324202,0,Approved,False,
294,0.0247020959270809,0,Approved,False,
295,0.0220873102087672,0,Approved,False,
296,0.0318496588774548,0,Approved,False,
297,0.0094720140920154,0,Approved,False,
298,0.0044109371226429,0,Approved,False,
299,0.0036239729192521,0,Approved,False,
300,0.055689298560821,0,Approved,False,
301,0.7390662276343447,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Geographic Risk Factor (Texas)
302,0.0073645572733582,0,Approved,False,
303,0.0709458455053807,0,Approved,False,
304,0.0225244927841738,0,Approved,False,
305,0.0035337858685863,0,Approved,False,
306,0.0211698133570615,0,Approved,False,
307,0.0257702826660748,0,Approved,False,
308,0.0594764862309985,0,Approved,False,
309,0.0086424365625153,0,Approved,False,
310,0.0157715927926056,0,Approved,False,
311,0.0158224837770449,0,Approved,False,
312,0.0020158700025008,0,Approved,False,
313,0.0558155886256765,0,Approved,False,
314,0.0048754274312447,0,Approved,False,
315,0.038988800374969,0,Approved,False,
316,0.0083866015266247,0,Approved,False,
317,0.0279046088501245,0,Approved,False,
318,0.062079136413667,0,Approved,False,
319,0.0084979454863817,0,Approved,False,
320,0.0383477228346981,0,Approved,False,
321,0.0298481570649252,0,Approved,False,
322,0.0010386652056102,0,Approved,False,
323,0.5016178615710539,0,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Business Maturity Profile
324,0.952272860222996,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Business Establishment Risk Factor
325,0.0751536559041879,0,Approved,False,
326,0.0011286091014163,0,Approved,False,
327,0.1507608985112309,0,Approved,False,
328,0.096256726081217,0,Approved,False,
329,0.9876392394247008,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Elevated Interest Rate Risk
330,0.0167524111168055,0,Approved,False,
331,0.0493823986916737,0,Approved,False,
332,0.0006780324719812,0,Approved,False,
333,0.0325989369668249,0,Approved,False,
334,0.1225652533129338,0,Approved,False,
335,0.8906208050065059,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
336,0.1024698988102027,0,Approved,False,
337,0.0476631282591374,0,Approved,False,
338,0.0486725820019831,0,Approved,False,
339,0.0069567261323278,0,Approved,False,
340,0.003129050912992,0,Approved,False,
341,0.042322474403295,0,Approved,False,
342,0.0076575648332334,0,Approved,False,
343,0.0039293171663001,0,Approved,False,
344,0.0007676150836263,0,Approved,False,
345,0.0170645574596328,0,Approved,False,
346,0.0229158887481701,0,Approved,False,
347,0.0370625836431568,0,Approved,False,
348,0.746414911036587,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
349,0.7463296995233037,0,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Geographic Risk Factor (California)
350,0.0129909812752953,0,Approved,False,
351,0.0209910085567152,0,Approved,False,
352,0.9766754612728183,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Insufficient SBA Guarantee Coverage
353,0.7568192742505222,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
354,0.012625403582526,0,Approved,False,
355,0.0026536358413786,0,Approved,False,
356,0.0406551052357168,0,Approved,False,
357,0.0010716176123058,0,Approved,False,
358,0.045431667973503,0,Approved,False,
359,0.9569661137084338,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Insufficient SBA Guarantee Coverage
360,0.0106074057096417,0,Approved,False,
361,0.4249951648171173,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Elevated Interest Rate Risk
362,0.0061486319767253,0,Approved,False,
363,0.1554786868062404,1,Approved,False,
364,0.9495008203198754,1,Denied,True,Insufficient Loan Term Length | Geographic Risk Factor (Florida) | Elevated Interest Rate Risk
365,0.0039590940234556,0,Approved,False,
366,0.0389266178340561,0,Approved,False,
367,0.0703402049359258,0,Approved,False,
368,0.2375562920189283,0,Approved,False,
369,0.2910125269679935,0,Approved,False,
370,0.9832849179126468,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Business Maturity Profile
371,0.9624676907472848,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
372,0.069945341895939,0,Approved,False,
373,0.0180418828999331,0,Approved,False,
374,0.914008821509332,1,Denied,True,Insufficient Loan Term Length | Industry Sector Risk (Healthcare) | Geographic Risk Factor (Wisconsin)
375,0.0191064338988831,0,Approved,False,
376,0.0912566560792336,0,Approved,False,
377,0.0352155940971447,0,Approved,False,
378,0.0050649551305456,0,Approved,False,
379,0.0192489057265281,0,Approved,False,
380,0.9347235683866284,0,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Geographic Risk Factor (Texas)
381,0.007821298738678,0,Approved,False,
382,0.0553021992737221,0,Approved,False,
383,0.0056917972100366,0,Approved,False,
384,0.9728415402801656,0,Denied,True,Insufficient Loan Term Length | Loan Amount Outside Acceptable Range | Business Maturity Profile
385,0.0040311769921474,0,Approved,False,
386,0.0105036593972331,0,Approved,False,
387,0.002902952646438,0,Approved,False,
388,0.9321907236549049,0,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Business Maturity Profile
389,0.0015512158397472,0,Approved,False,
390,0.994086716532439,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Elevated Interest Rate Risk
391,0.0074185285482293,0,Approved,False,
392,0.5719571175851602,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Industry Sector Risk (Healthcare)
393,0.0091707412077235,0,Approved,False,
394,0.0914543694868294,0,Approved,False,
395,0.0235601612777362,0,Approved,False,
396,0.0093286232360391,0,Approved,False,
397,0.0020991622804329,0,Approved,False,
398,0.98203675102471,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Early-Stage Business Risk
399,0.0434388032360964,0,Approved,False,
400,0.9827323190891198,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Business Establishment Risk Factor
401,0.0745963849602317,0,Approved,False,
402,0.9478434988961376,1,Denied,True,Insufficient Loan Term Length | Early-Stage Business Risk | Business Maturity Profile
403,0.0103146810321725,0,Approved,False,
404,0.2490773406252132,0,Approved,False,
405,0.027227986310193,0,Approved,False,
406,0.6887113002686245,1,Denied,True,Insufficient Loan Term Length | Early-Stage Business Risk | Business Maturity Profile
407,0.0161421114301329,0,Approved,False,
408,0.0323911271387032,0,Approved,False,
409,0.0299586489951079,0,Approved,False,
410,0.9515714723109748,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Elevated Interest Rate Risk
411,0.989416203498466,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Insufficient SBA Guarantee Coverage
412,0.3172356774952957,0,Approved - Unfavorable Terms,True,Elevated Interest Rate Risk | Business Establishment Risk Factor | Geographic Risk Factor (New York)
413,0.0028832395042959,0,Approved,False,
414,0.7283939339702171,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
415,0.0568240653506362,0,Approved,False,
416,0.0008041284695401,0,Approved,False,
417,0.0035190030159393,0,Approved,False,
418,0.022711132331035,0,Approved,False,
419,0.0346958911537035,0,Approved,False,
420,0.266706993818245,0,Approved,False,
421,0.0294147057893366,0,Approved,False,
422,0.0603041886279603,0,Approved,False,
423,0.7157886163157225,0,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
424,0.305843019368094,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Business Maturity Profile | Loan Amount Outside Acceptable Range
425,0.0002360400373273,0,Approved,False,
426,0.0162217062356926,0,Approved,False,
427,0.9790437929282828,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Elevated Interest Rate Risk
428,0.1492176710909236,0,Approved,False,
429,0.17222242268873,0,Approved,False,
430,0.3780986148100853,0,Approved - Unfavorable Terms,True,Elevated Interest Rate Risk | Loan Amount Outside Acceptable Range | Business Establishment Risk Factor
431,0.0140903919657534,0,Approved,False,
432,0.0515203970911719,0,Approved,False,
433,0.0012025277920184,0,Approved,False,
434,0.0058872648034459,0,Approved,False,
435,0.0275069773007827,0,Approved,False,
436,0.4149811330558972,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
437,0.9237726910583596,0,Denied,True,Insufficient Loan Term Length | Business Maturity Profile | Industry Sector Risk (Healthcare)
438,0.0778758345816918,0,Approved,False,
439,0.0085628217307454,0,Approved,False,
440,0.0160823654758962,0,Approved,False,
441,0.0044574511112607,0,Approved,False,
442,0.0735023621850748,0,Approved,False,
443,0.6111441392776004,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Loan Amount Outside Acceptable Range
444,0.1268402302818799,0,Approved,False,
445,0.7391345690665412,1,Denied,True,Insufficient Loan Term Length | Elevated Interest Rate Risk | Insufficient SBA Guarantee Coverage
446,0.3716519506292506,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Business Maturity Profile | Industry Sector Risk (Healthcare)
447,0.0109310538200293,0,Approved,False,
448,0.2992849512601081,0,Approved,False,
449,0.026611767931946,0,Approved,False,
450,0.024570684810238,0,Approved,False,
451,0.0069545030849098,0,Approved,False,
452,0.0065963374756157,0,Approved,False,
453,0.0010383113853862,0,Approved,False,
454,0.5612083640014721,0,Denied,True,Insufficient Loan Term Length | Early-Stage Business Risk | Loan Amount Outside Acceptable Range
455,0.1079403099445211,0,Approved,False,
456,0.2772455667188096,0,Approved,False,
457,0.9433892832620432,0,Denied,True,Insufficient Loan Term Length | Early-Stage Business Risk | Business Maturity Profile
458,0.0336986688121734,0,Approved,False,
459,0.0180208307304929,0,Approved,False,
460,0.8766597174438617,1,Denied,True,Insufficient Loan Term Length | Insufficient SBA Guarantee Coverage | Elevated Interest Rate Risk
461,0.0220410470943408,0,Approved,False,
462,0.3144452634196003,0,Approved - Unfavorable Terms,True,Insufficient Loan Term Length | Industry Sector Risk (Healthcare) | Industry Sector Risk (Finance)
463,0.0318248105294353,0,Approved,False,
464,0.0612272635679561,0,Approved,False,
465,0.0298425618674209,0,Approved,False,
466,0.060053218708651,0,Approved,False,
467,0.0196783549513245,0,Approved,False,
