term_months,interest_rate,loan_amount,sba_guarantee_pct,business_age_mature,loan_size_bucket_micro,naics_sector_62,loan_size_bucket_large,borr_state_FL,business_age_startup,borr_state_TX,jobs_supported,business_age_established,loan_size_bucket_small,borr_state_CA,loan_size_bucket_medium,business_age_new,naics_sector_48,borr_state_WI,borr_state_NJ,borr_state_NY,naics_sector_71,naics_sector_52,borr_state_WA,naics_sector_45,borr_state_MN,predicted_prob,source,decision,requires_adverse_action,reason_codes
111,0.117,14349.52,0.59,0,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9796008817226357,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
116,0.098,3480036.95,0.56,0,0,0,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9704211918725111,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
114,0.106,35878.71,0.62,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9332567142921122,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
102,0.117,4663363.84,0.51,0,0,0,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9687671315707385,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
69,0.093,42566.24,0.56,0,1,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9649533665196403,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
82,0.116,2631580.89,0.61,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9800529925932743,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
101,0.091,37298.54,0.59,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9671784316486496,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
65,0.099,2853245.89,0.58,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9830019647998104,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
70,0.104,13686.97,0.51,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9765952549449934,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
72,0.113,4460012.33,0.6,0,0,0,1,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8134798193163189,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
67,0.113,40183.92,0.57,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9807262315208221,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
108,0.108,2393275.92,0.61,0,0,0,1,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963013801530257,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
64,0.094,36087.64,0.56,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9530893508983931,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
73,0.102,4080928.71,0.59,0,0,0,1,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9886733099733553,Gemini,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
240,0.057,850000.0,0.85,1,0,0,0,0,0,1,85,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.1535337384427946,ChatGPT,Approved,False,
300,0.055,1250000.0,0.85,1,0,1,0,0,0,0,140,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.00041027070057347327,ChatGPT,Approved,False,
240,0.06,650000.0,0.8,1,0,0,0,0,0,0,70,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.060836016881751956,ChatGPT,Approved,False,
300,0.058,1750000.0,0.85,1,0,0,0,0,0,0,180,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0030619573363340298,ChatGPT,Approved,False,
180,0.062,450000.0,0.8,1,0,0,0,1,0,0,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.328287006692314,ChatGPT,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
240,0.059,900000.0,0.85,1,0,0,0,0,0,0,95,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.11936347591991889,ChatGPT,Approved,False,
300,0.061,1100000.0,0.82,1,0,0,0,0,0,0,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.007937588429516201,ChatGPT,Approved,False,
240,0.06,750000.0,0.85,1,0,0,0,0,0,0,65,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.10184388528574925,ChatGPT,Approved,False,
180,0.065,550000.0,0.8,1,0,0,0,0,0,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.15625360798300864,ChatGPT,Approved,False,
300,0.056,2000000.0,0.85,1,0,1,1,0,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008312656464833841,ChatGPT,Approved,False,
240,0.063,950000.0,0.8,1,0,0,0,0,0,0,90,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.23902962838422986,ChatGPT,Approved,False,
300,0.057,1400000.0,0.85,1,0,0,0,0,0,0,160,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.003156085436465703,ChatGPT,Approved,False,
240,0.06,700000.0,0.82,1,0,0,0,0,0,0,75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.14568609600830526,ChatGPT,Approved,False,
180,0.064,500000.0,0.8,1,0,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.11344325872315364,ChatGPT,Approved,False,
300,0.059,1600000.0,0.85,1,0,0,0,0,0,0,170,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0036599331102113745,ChatGPT,Approved,False,
120,0.082,300000.0,0.7,0,0,0,0,0,0,1,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.086312060493722,ChatGPT,Approved,False,
84,0.095,85000.0,0.6,0,0,0,0,1,0,0,15,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.47333448258663463,ChatGPT,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
120,0.075,750000.0,0.75,0,0,0,0,0,0,0,80,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.010743004614141564,ChatGPT,Approved,False,
180,0.07,1200000.0,0.78,0,0,1,0,0,0,0,110,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.03664317365743415,ChatGPT,Approved,False,
96,0.09,45000.0,0.65,0,1,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.6203606860084182,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
120,0.085,250000.0,0.7,0,0,0,0,0,0,0,25,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.09474212792261787,ChatGPT,Approved,False,
180,0.073,900000.0,0.75,0,0,0,0,0,0,1,95,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.047365241129724844,ChatGPT,Approved,False,
120,0.088,150000.0,0.68,0,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.16555674847461938,ChatGPT,Approved,False,
96,0.1,60000.0,0.6,0,0,0,0,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.7671372464640055,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
180,0.078,1750000.0,0.72,0,0,0,0,1,0,0,130,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.027558548914587627,ChatGPT,Approved,False,
120,0.081,400000.0,0.7,0,0,0,0,0,0,0,45,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.027585572264508043,ChatGPT,Approved,False,
150,0.077,950000.0,0.74,0,0,0,0,0,0,0,100,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.3852936700440521,ChatGPT,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
90,0.105,35000.0,0.55,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8325985942655134,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
180,0.074,800000.0,0.76,0,0,0,0,0,0,0,85,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.08208255112013942,ChatGPT,Approved,False,
120,0.086,500000.0,0.67,0,0,0,0,0,0,0,55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.06741914890410268,ChatGPT,Approved,False,
72,0.115,2500000.0,0.5,0,0,0,1,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8181754434228721,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.11,30000.0,0.55,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25690419004556353,ChatGPT,Approved,False,
84,0.105,75000.0,0.58,0,0,0,0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3589197550246467,ChatGPT,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
96,0.098,4000000.0,0.52,0,0,0,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8043643077421917,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.12,10000.0,0.5,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5099833547426035,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Micro Loan Size Risk
90,0.108,2200000.0,0.55,0,0,0,1,0,1,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9675963075952424,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
72,0.113,45000.0,0.54,0,1,0,0,0,1,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.673417442407749,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
120,0.102,650000.0,0.62,0,0,0,0,0,0,1,35,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.18773613792717403,ChatGPT,Approved,False,
60,0.118,150000.0,0.56,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3501727795792085,ChatGPT,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
84,0.107,2800000.0,0.5,0,0,0,1,0,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.18652905303751305,ChatGPT,Approved,False,
72,0.112,90000.0,0.57,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5470702620807045,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
96,0.099,350000.0,0.6,0,0,0,0,0,0,0,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9045480744224391,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.115,18000.0,0.5,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.34794699953946673,ChatGPT,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
84,0.109,2100000.0,0.52,0,0,0,1,0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7302228597543347,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
72,0.116,50000.0,0.55,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6227804452146759,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.117,600000.0,0.5,0,0,0,0,0,1,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.3976952762839643,ChatGPT,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
96,0.106,125000.0,0.6,0,0,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8961506007781761,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
60,0.12,3200000.0,0.5,0,0,0,1,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2545500303999939,ChatGPT,Approved,False,
60,0.115,30000.0,0.55,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5042133593257314,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
72,0.118,3200000.0,0.52,0,0,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805507115323308,ChatGPT,Denied,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
240,0.065,850000.0,0.75,1,0,1,0,0,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.060169144327686844,Claude,Approved,False,
300,0.062,1200000.0,0.8,1,0,0,0,1,0,0,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.008962832341938672,Claude,Approved,False,
240,0.068,950000.0,0.75,1,0,0,0,0,0,0,38,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1591991026414255,Claude,Approved,False,
300,0.06,1500000.0,0.85,1,0,0,0,0,0,1,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0041035000384116675,Claude,Approved,False,
240,0.063,780000.0,0.78,1,0,0,0,0,0,0,55,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.22634655987056143,Claude,Approved,False,
300,0.066,1100000.0,0.8,1,0,0,0,0,0,0,70,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.002096268430032441,Claude,Approved,False,
240,0.064,920000.0,0.75,1,0,1,0,0,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.11912509781776369,Claude,Approved,False,
300,0.061,1350000.0,0.82,1,0,0,0,0,0,0,90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.035861208915450804,Claude,Approved,False,
240,0.067,680000.0,0.78,1,0,0,0,1,0,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.16310899480122806,Claude,Approved,False,
300,0.063,1750000.0,0.85,1,0,0,0,0,0,0,110,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.003097351410636932,Claude,Approved,False,
240,0.065,890000.0,0.8,1,0,0,0,0,0,0,48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.11824937838158668,Claude,Approved,False,
300,0.062,1050000.0,0.75,1,0,0,0,0,0,0,65,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00283326103354266,Claude,Approved,False,
240,0.066,720000.0,0.82,1,0,1,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2122731361685646,Claude,Approved,False,
300,0.064,1600000.0,0.8,1,0,0,0,0,0,1,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005593286619649714,Claude,Approved,False,
240,0.063,980000.0,0.78,1,0,0,0,0,0,0,52,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.18661903726341889,Claude,Approved,False,
180,0.072,250000.0,0.7,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.22010823932714876,Claude,Approved,False,
120,0.078,85000.0,0.65,0,0,0,0,1,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.3862420943946102,Claude,Approved - Unfavorable Terms,True,Loan Amount Outside Acceptable Range | Insufficient Loan Term Length | Insufficient Employment Impact
180,0.075,420000.0,0.72,0,0,1,0,0,0,1,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07890854464404118,Claude,Approved,False,
120,0.08,175000.0,0.68,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.04538452463763357,Claude,Approved,False,
180,0.073,550000.0,0.7,0,0,0,0,0,0,0,30,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.12706479710968038,Claude,Approved,False,
120,0.077,320000.0,0.65,0,0,0,0,0,0,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.10561955817755488,Claude,Approved,False,
180,0.074,680000.0,0.72,0,0,0,0,0,0,1,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09949374842444615,Claude,Approved,False,
120,0.079,140000.0,0.67,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.13237203309622242,Claude,Approved,False,
180,0.076,450000.0,0.7,0,0,0,0,1,0,0,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.12170694815185744,Claude,Approved,False,
120,0.075,2800000.0,0.65,0,0,0,1,0,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009422332988816213,Claude,Approved,False,
180,0.073,95000.0,0.68,0,0,1,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.09127009904957481,Claude,Approved,False,
120,0.078,380000.0,0.7,0,0,0,0,0,0,0,22,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.10973705337291982,Claude,Approved,False,
180,0.074,210000.0,0.65,0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.13831672182577887,Claude,Approved,False,
120,0.077,590000.0,0.72,0,0,0,0,0,0,0,35,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.03515268175107809,Claude,Approved,False,
180,0.076,3200000.0,0.68,0,0,0,1,0,0,1,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021278949672707617,Claude,Approved,False,
120,0.079,270000.0,0.65,0,0,0,0,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.1084772094675672,Claude,Approved,False,
